Name;NORAD_number;Revolution_number
NAVSTAR 5 (OPS 5117);11690;34568.0
COSMOS 1156;11691;7637.0
COSMOS 1157;11692;7224.0
COSMOS 1158;11693;6860.0
COSMOS 1159;11694;6492.0
COSMOS 1160;11695;6103.0
COSMOS 1161;11696;5678.0
COSMOS 1162;11697;5276.0
COSMOS 1163;11698;4777.0
RADUGA 6;11708;11814.0
AYAME-2 (ECS-B);11715;22796.0
COSMOS 1168;11735;26511.0
COSMOS 1171;11750;26283.0
COSMOS 1174;11765;32318.0
NAVSTAR 6 (OPS 5118);11783;33358.0
COSMOS 1176;11788;29362.0
COSMOS 1181;11803;25522.0
GORIZONT 4;11841;22957.0
OPS 1292;11852;4661.0
COSMOS 1190;11869;32289.0
COSMOS 1191;11871;23541.0
COSMOS 1192;11875;5800.0
COSMOS 1193;11876;5428.0
COSMOS 1194;11877;5082.0
COSMOS 1195;11878;4732.0
COSMOS 1196;11879;52246.0
COSMOS 1197;11880;3967.0
COSMOS 1198;11881;3606.0
COSMOS 1199;11882;3170.0
MOLNIYA 3-13;11896;32836.0
METEOR 2-6;11962;29828.0
GOES 4;11964;12346.0
RADUGA 7;12003;11929.0
COSMOS 1217;12032;27412.0
OPS 6394 (FLTSATCOM 4);12046;12620.0
SBS 1;12065;4247.0
COSMOS 1223;12078;32558.0
COSMOS 1225;12087;22874.0
INTELSAT 502;12089;12975.0
COSMOS 1226;12091;22776.0
OPS 5805;12093;4406.0
COSMOS 1228;12107;3925.0
COSMOS 1229;12108;3541.0
COSMOS 1230;12109;3834.0
COSMOS 1231;12110;3681.0
COSMOS 1232;12111;3553.0
COSMOS 1233;12112;3427.0
COSMOS 1234;12113;3632.0
COSMOS 1235;12114;3561.0
EKRAN 6;12120;12339.0
COSMOS 1238;12138;21344.0
COSMOS 1241;12149;21988.0
KIKU-3 (ETS-IV);12295;61701.0
COSMOS 1244;12297;86423.0
COSMOS 1247;12303;32705.0
ESIAFI 1 (COMSTAR 4);12309;16344.0
COSMOS 1249;12319;23934.0
COSMOS 1250;12320;2955.0
COSMOS 1251;12321;2662.0
COSMOS 1252;12322;2393.0
COSMOS 1253;12323;947.0
COSMOS 1254;12324;2122.0
COSMOS 1255;12325;1851.0
COSMOS 1256;12326;1558.0
COSMOS 1257;12327;1269.0
OPS 7350 (DSP 9);12339;2188.0
RADUGA 8;12351;11853.0
COSMOS 1261;12376;21942.0
COSMOS 1263;12388;21432.0
COSMOS 1266;12409;23726.0
COSMOS 1269;12442;29864.0
METEOR 2-7;12456;26257.0
NOVA 1;12458;12389.0
GOES 5;12472;11882.0
INTELSAT 501;12474;13371.0
COSMOS 1275;12504;20450.0
METEOSAT-2;12544;11993.0
APPLE;12545;11838.0
CAT 3;12546;39714.0
NOAA 7;12553;26803.0
EKRAN 7;12564;12549.0
METEOR PRIRODA;12585;40285.0
RADUGA 9;12618;4332.0
DYNAMICS EXPLORER 1;12624;71102.0
COSMOS 1285;12627;23859.0
FLTSATCOM 5;12635;12912.0
COSMOS 1287;12636;98863.0
COSMOS 1288;12637;99175.0
COSMOS 1289;12638;486.0
COSMOS 1290;12639;153.0
COSMOS 1291;12640;99845.0
COSMOS 1292;12641;99513.0
COSMOS 1293;12642;776.0
COSMOS 1294;12643;1133.0
INTERCOSMOS 22;12645;26326.0
HIMAWARI-2 (GMS-2);12677;12824.0
COSMOS 1295;12681;19717.0
COSMOS 1299;12783;21183.0
COSMOS 1300;12785;39103.0
COSMOS 1302;12791;28528.0
COSMOS 1304;12803;58738.0
COSMOS 1305;12818;87087.0
COSMOS 1308;12835;19079.0
AUREOLE 3;12848;20204.0
SBS 2;12855;11455.0
COSMOS 1312;12879;51984.0
RADUGA 10;12897;11332.0
OPS 4029;12930;383.0
COSMOS 1317;12933;31820.0
SATCOM 3R;12967;12405.0
COSMOS 1320;12975;94799.0
COSMOS 1321;12976;94886.0
COSMOS 1322;12977;94909.0
COSMOS 1323;12978;94985.0
COSMOS 1324;12979;95066.0
COSMOS 1325;12980;95131.0
COSMOS 1326;12981;93319.0
COSMOS 1327;12982;95400.0
COSMOS 1328;12987;36840.0
INTELSAT 503;12994;12277.0
RADIO 3;12997;92603.0
RADIO 8;12998;90628.0
RADIO 5;12999;90963.0
RADIO 4;13000;91218.0
RADIO 7;13001;91506.0
RADIO 6;13002;92313.0
MARECS-A;13010;10755.0
CAT 4;13011;34766.0
MOLNIYA 1-52;13012;31783.0
COSMOS 1331;13027;27000.0
COSMOS 1333;13033;17124.0
SATCOM 4;13035;12121.0
EKRAN 8;13056;11461.0
COSMOS 1339;13065;16948.0
WESTAR 4;13069;4245.0
MOLNIYA 1-53;13070;31651.0
COSMOS 1341;13080;22668.0
INTELSAT 504;13083;13778.0
OPS 8701 (DSP 10);13086;2172.0
GORIZONT 5;13092;11764.0
COSMOS 1344;13110;16280.0
METEOR 2-8;13113;18021.0
COSMOS 1348;13124;31536.0
COSMOS 1349;13127;16063.0
INSAT-1A;13129;16241.0
COSMOS 1354;13148;24773.0
COSMOS 1357;13160;97244.0
COSMOS 1358;13161;96915.0
COSMOS 1359;13162;96770.0
COSMOS 1360;13163;68769.0
COSMOS 1361;13164;96016.0
COSMOS 1362;13165;95684.0
COSMOS 1363;13166;95376.0
COSMOS 1364;13167;95028.0
OPS 6553;13172;5549.0
COSMOS 1365;13175;18432.0
COSMOS 1366;13177;12957.0
COSMOS 1367;13205;31473.0
COSMOS 1371;13241;24211.0
COSMOS 1372;13243;59078.0
COSMOS 1375;13259;15865.0
WESTAR 5;13269;11556.0
COSMOS 1382;13295;27252.0
COSMOS 1383;13301;14094.0
COSMOS 1386;13353;15190.0
LANDSAT 4;13367;32435.0
COSMOS 1388;13375;96549.0
COSMOS 1389;13376;96216.0
COSMOS 1390;13377;95876.0
COSMOS 1391;13378;95575.0
COSMOS 1392;13379;63861.0
COSMOS 1393;13380;94921.0
COSMOS 1394;13381;94600.0
COSMOS 1395;13382;94238.0
ANIK D1 (TELESAT 6);13431;8959.0
KIKU-4 (ETS-III);13492;13797.0
EKRAN 9;13554;11598.0
COSMOS 1410;13589;93426.0
INTELSAT 505;13595;12408.0
COSMOS 1412;13600;14420.0
COSMOS 1413 [GLONASS];13603;33260.0
COSMOS 1414 [GLONASS];13606;33131.0
COSMOS 1415 [GLONASS];13607;33235.0
COSMOS 1417;13617;13624.0
GORIZONT 6;13624;11692.0
SATCOM C5;13631;12235.0
DSCS 2-15;13636;10042.0
DSCS 3-1;13637;6139.0
COSMOS 1420;13648;22217.0
SBS 3;13651;4254.0
ANIK C3 (TELESAT 5);13652;4250.0
RADUGA 11;13669;11762.0
METEOR 2-9;13718;18973.0
OPS 9845 (DMSP 5D-2 F6);13736;20776.0
COSMOS 1428;13757;12661.0
COSMOS 1429;13761;92063.0
COSMOS 1430;13762;92444.0
COSMOS 1431;13763;92758.0
COSMOS 1432;13764;93082.0
COSMOS 1433;13765;93402.0
COSMOS 1434;13766;93688.0
COSMOS 1435;13767;93948.0
COSMOS 1436;13768;94269.0
IRAS;13777;83033.0
SAKURA-2A (CS-2A);13782;12386.0
OPS 0252;13791;5082.0
SSD;13792;4897.0
SSA;13844;30376.0
SSB;13845;28981.0
SSC;13874;29643.0
MOLNIYA 3-20;13875;24497.0
EKRAN 10;13878;11536.0
ASTRON;13901;1017.0
OV2-3;13912;54965.0
COSMOS 1447;13916;11406.0
NOAA 8;13923;19415.0
COSMOS 1448;13949;11504.0
TDRS 1;13969;12640.0
RADUGA 12;13974;16536.0
SATCOM 1R;13984;12648.0
COSMOS 1452;13991;19921.0
COSMOS 1455;14032;30087.0
GOES 6;14050;21199.0
COSMOS 1459;14057;11066.0
COSMOS 1461;14064;15587.0
INTELSAT 506;14077;12011.0
COSMOS 1464;14084;10495.0
OPS 6432;14112;5273.0
EUTELSAT 1-F1 (ECS 1);14128;11428.0
PHASE 3B (AO-10);14129;28723.0
NAHUEL I2 (ANIK C2);14133;4217.0
PALAPA B1;14134;11677.0
OPS 3899;14139;28406.0
GB 1;14143;29151.0
GB 2;14144;30080.0
COSMOS 1470;14147;4148.0
HILAT;14154;19034.0
GALAXY 1 (G-1);14158;4261.0
GORIZONT 7;14160;15080.0
COSMOS 1473;14171;92345.0
COSMOS 1474;14172;91998.0
COSMOS 1475;14173;91679.0
COSMOS 1476;14174;91368.0
COSMOS 1477;14175;91052.0
COSMOS 1478;14176;90719.0
COSMOS 1479;14177;90412.0
COSMOS 1480;14178;90016.0
GB 3;14180;30373.0
COSMOS 1481;14182;23190.0
NAVSTAR 8 (OPS 9794);14189;21908.0
ARABSAT-1DR (TELSTAR 3A);14234;4235.0
COSMOS 1486;14240;18434.0
SAKURA-2B (CS-2B);14248;11980.0
COSMOS 1490 [GLONASS];14258;32490.0
COSMOS 1491 [GLONASS];14259;32747.0
COSMOS 1492 [GLONASS];14260;32447.0
RADUGA 13;14307;11500.0
INSAT-1B;14318;12117.0
SATCOM 2R;14328;15157.0
GALAXY 2 (G-2);14365;12822.0
COSMOS 1500;14372;27754.0
EKRAN 11;14377;14720.0
COSMOS 1503;14401;17243.0
INTELSAT 507;14421;13334.0
COSMOS 1506;14450;90256.0
METEOR 2-10;14452;16032.0
COSMOS 1508;14483;6509.0
OPS 1294 (DMSP 5D-2 F7);14506;15829.0
COSMOS 1510;14521;87935.0
GORIZONT 8;14532;11657.0
COSMOS 1513;14546;7758.0
COSMOS 1515;14551;924.0
COSMOS 1519 [GLONASS];14590;26267.0
COSMOS 1520 [GLONASS];14591;26242.0
COSMOS 1521 [GLONASS];14592;32302.0
COSMOS 1522;14611;88244.0
COSMOS 1523;14612;89991.0
COSMOS 1524;14613;89699.0
COSMOS 1525;14614;89423.0
COSMOS 1526;14615;89144.0
COSMOS 1527;14616;47762.0
COSMOS 1528;14617;88539.0
COSMOS 1529;14618;70573.0
COSMOS 1531;14624;6958.0
YURI-2A (BS-2A);14659;11435.0
STTW-T1;14670;34787.0
OPS 0441;14675;372.0
COSMOS 1535;14679;3983.0
OPS 8737;14690;5151.0
COSMOS 1536;14699;22688.0
RADUGA 14;14725;11408.0
JD 1;14728;28868.0
JD 2;14729;28893.0
COSMOS 1538;14759;15579.0
LANDSAT 5;14780;20683.0
UOSAT 2 (UO-11);14781;21856.0
COSMOS 1540;14783;11700.0
INTELSAT 508;14786;4206.0
COSMOS 1541;14790;27389.0
JD 3;14795;29915.0
EKRAN 12;14821;13017.0
COSMOS 1546;14867;4335.0
COSMOS 1547;14884;24124.0
STTW-T2;14899;4335.0
OPS 7641 (DSP 11);14930;2104.0
GORIZONT 9;14940;11792.0
COSMOS 1550;14965;5517.0
COSMOS 1553;14973;5699.0
COSMOS 1554 [GLONASS];14977;9531.0
COSMOS 1555 [GLONASS];14978;29093.0
COSMOS 1556 [GLONASS];14979;31851.0
ZHONGXING-5;14985;12729.0
COSMOS 1559;14998;85976.0
COSMOS 1560;14999;86296.0
COSMOS 1561;15000;86603.0
COSMOS 1562;15001;86897.0
COSMOS 1563;15002;60411.0
COSMOS 1564;15003;87411.0
COSMOS 1565;15004;87690.0
COSMOS 1566;15005;87976.0
COSMOS 1570;15031;13743.0
NAVSTAR 9 (USA 1);15039;29038.0
COSMOS 1574;15055;5057.0
RADUGA 15;15057;13708.0
USA 3;15071;5465.0
COSMOS 1577;15077;79871.0
COSMOS 1579;15085;7029.0
COSMOS 1581;15095;27245.0
METEOR 2-11;15099;6490.0
GORIZONT 10;15144;15056.0
HIMAWARI-3 (GMS-3);15152;14864.0
EUTELSAT 1-F2 (ECS 2);15158;11330.0
TELECOM 1A;15159;11467.0
COSMOS 1589;15171;84815.0
AMPTE/CCE;15199;19428.0
EKRAN 13;15219;11321.0
USA 4;15226;4262.0
SBS 4;15235;4202.0
LEASAT 2;15236;12415.0
TELSTAR 302;15237;12072.0
COSMOS 1593 [GLONASS];15259;26983.0
COSMOS 1594 [GLONASS];15260;31597.0
COSMOS 1595 [GLONASS];15261;29098.0
COSMOS 1596;15267;29797.0
NAVSTAR 10 (USA 5);15271;28861.0
COSMOS 1598;15292;3706.0
GALAXY 3 (G-3);15308;4247.0
COSMOS 1602;15331;21959.0
COSMOS 1603;15333;9641.0
COSMOS 1604;15350;29729.0
COSMOS 1605;15359;3710.0
NOVA 3;15362;95871.0
COSMOS 1606;15369;21948.0
COSMOS 1607;15378;4986.0
ARABSAT-1D (ANIK D2);15383;11086.0
LEASAT 1;15384;12007.0
ZHONGXING-5R;15385;12297.0
MARECS-B2;15386;10882.0
NATO 3D;15391;14406.0
COSMOS 1610;15398;3023.0
NOAA 9;15427;8699.0
MOLNIYA 1-63;15429;29597.0
USA 7 (DSP 12);15453;2208.0
COSMOS 1617;15469;85819.0
COSMOS 1618;15470;85884.0
COSMOS 1619;15471;86339.0
COSMOS 1620;15472;86188.0
COSMOS 1621;15473;86129.0
COSMOS 1622;15474;86030.0
COSMOS 1624;15482;10721.0
GORIZONT 11;15484;14861.0
COSMOS 1627;15505;2008.0
METEOR 2-12;15516;3665.0
USA 8;15543;382.0
ARABSAT-1A;15560;12199.0
BRASILSAT 1;15561;4235.0
COSMOS 1629;15574;14644.0
GEOSAT;15595;10549.0
COSMOS 1634;15597;1550.0
COSMOS 1635;15617;82197.0
COSMOS 1636;15618;82504.0
COSMOS 1637;15619;82786.0
COSMOS 1638;15620;83071.0
COSMOS 1639;15621;83343.0
COSMOS 1640;15622;83627.0
COSMOS 1641;15623;83853.0
COSMOS 1642;15624;84119.0
EKRAN 14;15626;11848.0
INTELSAT 510;15629;11123.0
NAHUEL I1 (ANIK C1);15642;4239.0
LEASAT 3;15643;13273.0
GSTAR 1;15677;12118.0
TELECOM 1B;15678;13300.0
COSMOS 1650 [GLONASS];15697;28775.0
COSMOS 1651 [GLONASS];15698;31124.0
COSMOS 1652 [GLONASS];15699;31110.0
MOLNIYA 3-24;15738;33094.0
COSMOS 1655;15751;99981.0
COSMOS 1656;15755;7031.0
COSMOS 1660;15821;80808.0
MORELOS 1;15824;11325.0
ARABSAT-1B;15825;13145.0
TELSTAR 303;15826;4250.0
COSMOS 1661;15827;29231.0
INTELSAT 511;15873;12050.0
COSMOS 1666;15889;18197.0
COSMOS 1670;15930;99872.0
OSCAR 30;15935;93597.0
OSCAR 24;15936;93813.0
COSMOS 1674;15944;17810.0
RADUGA 16;15946;11820.0
COSMOS 1675;15952;37710.0
COSMOS 1677;15986;249.0
OPTUS A1 (AUSSAT 1);15993;11560.0
ASC 1;15994;11399.0
LEASAT 4;15995;11421.0
COSMOS 1680;16011;7471.0
COSMOS 1684;16064;29025.0
INTELSAT 512;16101;12635.0
COSMOS 1687;16103;29021.0
USA 11;16116;2193.0
USA 12;16117;2175.0
NAVSTAR 11 (USA 10);16129;22182.0
COSMOS 1690;16138;82931.0
COSMOS 1691;16139;82476.0
COSMOS 1692;16140;82775.0
COSMOS 1693;16141;82734.0
COSMOS 1694;16142;82605.0
COSMOS 1695;16143;82524.0
COSMOS 1697;16181;90741.0
COSMOS 1698;16183;28979.0
METEOR 3-1;16191;90163.0
COSMOS 1700;16199;14765.0
RADUGA 17;16250;14766.0
COSMOS 1703;16262;15563.0
MORELOS 2;16274;4236.0
OPTUS A2 (AUSSAT 2);16275;4253.0
SATCOM K2;16276;12159.0
COSMOS 1704;16291;97920.0
COSMOS 1707;16326;15509.0
COSMOS 1709;16368;97584.0
MOLNIYA 3-27;16393;29669.0
COSMOS 1710 [GLONASS];16396;30658.0
COSMOS 1711 [GLONASS];16397;30621.0
COSMOS 1712 [GLONASS];16398;30546.0
METEOR 2-13;16408;99055.0
COSMOS 1716;16449;79070.0
COSMOS 1717;16450;78505.0
COSMOS 1718;16451;78830.0
COSMOS 1719;16452;79348.0
COSMOS 1720;16453;79608.0
COSMOS 1721;16454;79859.0
COSMOS 1722;16455;80087.0
COSMOS 1723;16456;80337.0
SATCOM K1;16482;12045.0
COSMOS 1725;16493;1719.0
RADUGA 18;16497;14196.0
COSMOS 1727;16510;97074.0
STTW-1;16526;15143.0
USA 15;16591;5154.0
COSMOS 1732;16593;77813.0
YURI-2B (BS-2B);16597;12414.0
COSMOS 1733;16611;14828.0
SPOT 1;16613;75242.0
VIKING;16614;78820.0
USA 16;16624;29411.0
USA 17;16625;28794.0
USA 18;16631;28877.0
COSMOS 1736;16647;97320.0
GSTAR 2;16649;11264.0
BRASILSAT 2;16650;12273.0
COSMOS 1738;16667;14333.0
COSMOS 1741;16681;4184.0
COSMOS 1743;16719;13404.0
COSMOS 1745;16727;95417.0
EKRAN 15;16729;11448.0
METEOR 2-14;16735;96926.0
COSMOS 1748;16758;77800.0
COSMOS 1749;16759;78806.0
COSMOS 1750;16760;78533.0
COSMOS 1751;16761;76959.0
COSMOS 1752;16762;77240.0
COSMOS 1753;16763;77510.0
COSMOS 1754;16764;60497.0
COSMOS 1755;16765;78302.0
GORIZONT 12;16769;14326.0
COSMOS 1758;16791;12028.0
COSMOS 1759;16798;95169.0
COSMOS 1761;16849;28455.0
COSMOS 1763;16860;3619.0
COSMOS 1766;16881;9721.0
AJISAI (EGS);16908;43055.0
JAS-1 (FO-12);16909;76226.0
COSMOS 1771;16917;95642.0
COSMOS 1777;16952;2183.0
COSMOS 1778 [GLONASS];16961;30083.0
COSMOS 1779 [GLONASS];16962;30070.0
COSMOS 1780 [GLONASS];16963;30076.0
NOAA 10;16969;1254.0
COSMOS 1782;16986;8528.0
RADUGA 19;17046;13897.0
COSMOS 1791;17066;93314.0
POLAR BEAR;17070;93040.0
GORIZONT 13;17083;11479.0
COSMOS 1794;17138;74945.0
COSMOS 1795;17139;75258.0
COSMOS 1796;17140;75515.0
COSMOS 1797;17141;75793.0
COSMOS 1798;17142;76050.0
COSMOS 1799;17143;76327.0
COSMOS 1800;17144;76576.0
COSMOS 1801;17145;76805.0
COSMOS 1802;17159;92670.0
COSMOS 1803;17177;74227.0
FLTSATCOM 7 (USA 20);17181;14796.0
COSMOS 1805;17191;10077.0
COSMOS 1806;17213;28125.0
COSMOS 1808;17239;92252.0
COSMOS 1809;17241;93943.0
METEOR 2-15;17290;93840.0
COSMOS 1812;17295;9761.0
COSMOS 1814;17303;477.0
MOLNIYA 3-31;17328;27716.0
COSMOS 1816;17359;92016.0
COSMOS 1818;17369;5147.0
COSMOS 1821;17525;90026.0
MOMO-1 (MOS-1);17527;95417.0
COSMOS 1823;17535;73216.0
GOES 7;17561;12298.0
COSMOS 1825;17566;9427.0
COSMOS 1827;17582;76203.0
COSMOS 1828;17583;76387.0
COSMOS 1829;17584;75886.0
COSMOS 1830;17585;76009.0
COSMOS 1831;17586;76280.0
COSMOS 1832;17587;76112.0
COSMOS 1833;17589;96806.0
RADUGA 20;17611;13447.0
AGILA 1 (PALAPA B2P);17706;3852.0
COSMOS 1842;17911;7886.0
GORIZONT 14;17969;11594.0
COSMOS 1844;17973;96105.0
USA 22;17997;5018.0
USA 23;18009;29016.0
USA 24;18010;29012.0
USA 25;18025;29643.0
COSMOS 1850;18095;98283.0
COSMOS 1852;18113;72261.0
COSMOS 1853;18114;72558.0
COSMOS 1854;18115;72810.0
COSMOS 1855;18116;73093.0
COSMOS 1856;18117;73345.0
COSMOS 1857;18118;73582.0
COSMOS 1858;18119;73801.0
COSMOS 1859;18120;74094.0
COSMOS 1860;18122;91758.0
DMSP 5D-2 F8 (USA 26);18123;96004.0
COSMOS 1861;18129;89859.0
COSMOS 1862;18152;6508.0
COSMOS 1864;18160;88009.0
COSMOS 1867;18187;97687.0
COSMOS 1869;18214;4323.0
METEOR 2-16;18312;90689.0
KIKU-5 (ETS-V);18316;12486.0
EKRAN 16;18328;13314.0
COSMOS 1875;18334;74139.0
COSMOS 1876;18335;73655.0
COSMOS 1877;18336;73790.0
COSMOS 1878;18337;73870.0
COSMOS 1879;18338;73981.0
COSMOS 1880;18339;74028.0
OPTUS A3 (AUSSAT 3);18350;4207.0
EUTELSAT 1-F4 (ECS 4);18351;12280.0
COSMOS 1883 [GLONASS];18355;29309.0
COSMOS 1884 [GLONASS];18356;29313.0
COSMOS 1885 [GLONASS];18357;27655.0
OSCAR 27;18361;84707.0
OSCAR 29;18362;84636.0
COSMOS 1888;18384;13768.0
COSMOS 1891;18402;88362.0
COSMOS 1892;18421;5759.0
COSMOS 1894;18443;11680.0
TVSAT 1;18570;12488.0
COSMOS 1897;18575;13717.0
USA 28 (DSP 13);18583;2078.0
COSMOS 1898;18585;95833.0
RADUGA 21;18631;13706.0
COSMOS 1900;18665;99025.0
COSMOS 1903;18701;27442.0
COSMOS 1904;18709;87471.0
EKRAN 17;18715;11697.0
COSMOS 1908;18748;4388.0
COSMOS 1909;18788;72027.0
COSMOS 1910;18789;72130.0
COSMOS 1911;18790;72235.0
COSMOS 1912;18791;72354.0
COSMOS 1913;18792;72412.0
COSMOS 1914;18793;72542.0
METEOR 2-17;18820;88475.0
DMSP 5D-2 F9 (USA 29);18822;93919.0
SAKURA-3A (CS-3A);18877;12372.0
COSMOS 1922;18881;27249.0
STTW-2;18922;13609.0
COSMOS 1924;18937;68887.0
COSMOS 1925;18938;69186.0
COSMOS 1926;18939;69462.0
COSMOS 1927;18940;69747.0
COSMOS 1928;18941;60674.0
COSMOS 1929;18942;70268.0
COSMOS 1930;18943;70513.0
COSMOS 1931;18944;70776.0
MOLNIYA 1-71;18946;27231.0
SPACENET 3R;18951;12061.0
TELECOM 1C;18952;11151.0
COSMOS 1932;18957;87395.0
COSMOS 1933;18958;2590.0
IRS-1A;18960;79759.0
COSMOS 1934;18985;74093.0
GORIZONT 15;19017;11557.0
COSMOS 1937;19038;94229.0
OSCAR 23;19070;79446.0
OSCAR 32;19071;79424.0
COSMOS 1940;19073;11731.0
EKRAN 18;19090;11320.0
COSMOS 1943;19119;91055.0
NSS-513 (INTELSAT 513);19121;11059.0
COSMOS 1946 [GLONASS];19163;28706.0
COSMOS 1947 [GLONASS];19164;28275.0
COSMOS 1948 [GLONASS];19165;28746.0
COSMOS 1950;19195;67394.0
COSMOS 1953;19210;1309.0
METEOSAT-P2;19215;11952.0
PAS 1;19217;14418.0
NOVA 2;19223;78121.0
COSMOS 1954;19256;92983.0
OKEAN-1;19274;98914.0
COSMOS 1959;19324;84864.0
INSAT-1C;19330;11632.0
EUTELSAT 1-F5 (ECS 5);19331;11040.0
METEOR 3-2;19336;76921.0
COSMOS 1961;19344;13499.0
GORIZONT 16;19397;13422.0
OSCAR 25;19419;79771.0
OSCAR 31;19420;79782.0
USA 31;19458;727.0
USA 32;19460;5180.0
FENGYUN 1A;19467;87773.0
GSTAR 3;19483;13057.0
SBS 5;19484;4246.0
COSMOS 1970 [GLONASS];19501;28523.0
COSMOS 1971 [GLONASS];19502;27077.0
COSMOS 1972 [GLONASS];19503;28502.0
SAKURA-3B (CS-3B);19508;13326.0
NOAA 11;19531;89083.0
TDRS 3;19548;12136.0
COSMOS 1974;19554;26815.0
COSMOS 1975;19573;99477.0
RADUGA 22;19596;11763.0
COSMOS 1977;19608;26776.0
TDF 1;19621;12986.0
COSMOS 1980;19649;88259.0
EKRAN 19;19683;12970.0
SKYNET 4B;19687;11417.0
ASTRA 1A;19688;11214.0
STTW-3;19710;12682.0
COSMOS 1987 [GLONASS];19749;28275.0
COSMOS 1988 [GLONASS];19750;28274.0
COSMOS 1989 (ETALON 1);19751;28291.0
GORIZONT 17;19765;13160.0
COSMOS 1992;19769;89938.0
INTELSAT 515;19772;12064.0
COSMOS 1994;19785;67278.0
COSMOS 1995;19786;66984.0
COSMOS 1996;19787;67089.0
COSMOS 1997;19788;67212.0
COSMOS 1998;19789;67339.0
COSMOS 1999;19790;67459.0
NAVSTAR 13 (USA 35);19802;25084.0
MOLNIYA 1-75;19807;26524.0
COSMOS 2004;19826;81356.0
METEOR 2-18;19851;83060.0
JCSAT-1;19874;12480.0
METEOSAT-4 (MOP-1);19876;10904.0
TDRS 4;19883;30410.0
COSMOS 2008;19902;65919.0
COSMOS 2009;19903;65670.0
COSMOS 2010;19904;56806.0
COSMOS 2011;19905;65180.0
COSMOS 2012;19906;64918.0
COSMOS 2013;19907;64649.0
COSMOS 2014;19908;64395.0
COSMOS 2015;19909;64100.0
TELE-X;19919;11323.0
COSMOS 2016;19921;81086.0
RADUGA 23;19928;13083.0
COSMOS 2022 [GLONASS];20024;27979.0
COSMOS 2023 [GLONASS];20025;27967.0
COSMOS 2024 (ETALON 2);20026;27996.0
SUPERBIRD-A;20040;13046.0
DFS 1;20041;12046.0
COSMOS 2026;20045;80420.0
NAVSTAR 14 (USA 38);20061;25422.0
USA 39 (DSP 14);20066;2187.0
RADUGA-1 1;20083;12732.0
NADEZHDA 1;20103;79844.0
GORIZONT 18;20107;13043.0
OLYMPUS;20122;11680.0
COSMOS 2034;20149;79448.0
TVSAT 2;20168;13050.0
HIPPARCOS;20169;26028.0
NAVSTAR 15 (USA 42);20185;24872.0
SIRIUS W (MARCOPOLO 1);20193;11319.0
COSMOS 2037;20196;61608.0
USA 43;20202;2185.0
USA 44;20203;2101.0
HIMAWARI-4 (GMS-4);20217;12863.0
COSMOS 2038;20232;62084.0
COSMOS 2039;20233;64794.0
COSMOS 2040;20234;64310.0
COSMOS 2041;20235;64590.0
COSMOS 2042;20236;76138.0
COSMOS 2043;20237;64429.0
FLTSATCOM 8 (USA 46);20253;25654.0
INTERCOSMOS 24;20261;62894.0
GORIZONT 19;20263;13047.0
MAGION 2;20281;63116.0
NAVSTAR 16 (USA 47);20302;25092.0
METEOR 3-3;20305;69440.0
INTELSAT 602 (IS-602);20315;12735.0
COBE;20322;81843.0
COSMOS 2050;20330;25976.0
USA 48;20355;372.0
NAVSTAR 17 (USA 49);20361;24174.0
RADUGA 24;20367;12895.0
COSMOS 2054;20391;12985.0
SKYNET 4A;20401;4280.0
JCSAT-2;20402;11138.0
LEASAT 5;20410;11443.0
COSMOS 2056;20432;84666.0
SPOT 2;20436;85638.0
UOSAT 3 (UO-14);20437;84424.0
UOSAT 4 (UO-15);20438;84292.0
PACSAT (AO-16);20439;84456.0
DOVE (DO-17);20440;84496.0
WEBERSAT (WO-18);20441;84469.0
LUSAT (LO-19);20442;84509.0
NAVSTAR 18 (USA 50);20452;24883.0
COSMOS 2058;20465;89684.0
STTW-4;20473;12902.0
MOMO-1B (MOS-1B);20478;71642.0
ORIZURU (DEBUT);20479;65220.0
JAS-1B (FO-20);20480;65203.0
RADUGA 25;20499;12889.0
NADEZHDA 2;20508;76564.0
OKEAN-2;20510;89347.0
INTELSAT 603 (IS-603);20523;12137.0
COSMOS 2061;20527;75990.0
NAVSTAR 19 (USA 54);20533;24737.0
COSMOS 2063;20536;25627.0
USA 55;20547;93969.0
COSMOS 2064;20549;59819.0
COSMOS 2065;20550;60066.0
COSMOS 2066;20551;61412.0
COSMOS 2067;20552;61213.0
COSMOS 2068;20553;60969.0
COSMOS 2069;20554;60749.0
COSMOS 2070;20555;60528.0
COSMOS 2071;20556;60287.0
ASIASAT 1;20558;4223.0
USA 56;20560;5359.0
USA 57;20561;5625.0
USA 58;20562;5463.0
NEWSAT-1 (PALAPA B2R);20570;4230.0
COSMOS 2074;20577;75899.0
HST;20580;72726.0
COSMOS 2076;20596;25670.0
MACSAT 1 (M 1);20607;85537.0
MACSAT 2 (M 2);20608;87942.0
COSMOS 2079 [GLONASS];20619;27222.0
COSMOS 2080 [GLONASS];20620;27229.0
COSMOS 2081 [GLONASS];20621;27207.0
COSMOS 2082;20624;80508.0
USA 59;20641;2207.0
INSAT-1D;20643;11473.0
GORIZONT 20;20659;12767.0
COSMOS 2084;20663;89106.0
INTELSAT 604 (IS-604);20667;4252.0
METEOR 2-19;20670;76221.0
USA 60;20682;4930.0
USA 61;20691;5183.0
USA 62;20692;5023.0
COSMOS 2085;20693;12748.0
TDF 2;20705;12861.0
